model,recall,precision
LogisticRegression,0.9895287958115183,0.041561297416162726
LogisticRegression,0.9895287958115183,0.041565867605014295
LogisticRegression,0.9895287958115183,0.04157043879907621
LogisticRegression,0.9895287958115183,0.041575010998680155
LogisticRegression,0.9895287958115183,0.04157958420415796
LogisticRegression,0.9895287958115183,0.041584158415841586
LogisticRegression,0.9895287958115183,0.04158873363406315
LogisticRegression,0.9895287958115183,0.04159330985915493
LogisticRegression,0.9895287958115183,0.04159788709144932
LogisticRegression,0.9895287958115183,0.04160246533127889
LogisticRegression,0.9895287958115183,0.041607044578976335
LogisticRegression,0.9895287958115183,0.0416116248348745
LogisticRegression,0.9895287958115183,0.0416162060993064
LogisticRegression,0.9895287958115183,0.041620788372605154
LogisticRegression,0.9895287958115183,0.04162537165510406
LogisticRegression,0.9895287958115183,0.04162995594713657
LogisticRegression,0.9895287958115183,0.04163454124903624
LogisticRegression,0.9895287958115183,0.041639127561136816
LogisticRegression,0.9895287958115183,0.04164371488377217
LogisticRegression,0.9895287958115183,0.04164830321727633
LogisticRegression,0.9895287958115183,0.04165289256198347
LogisticRegression,0.9895287958115183,0.041657482918227906
LogisticRegression,0.9895287958115183,0.041662074286344095
LogisticRegression,0.9895287958115183,0.041666666666666664
LogisticRegression,0.9895287958115183,0.04167126005953037
LogisticRegression,0.9895287958115183,0.04167585446527012
LogisticRegression,0.9895287958115183,0.041680449884220976
LogisticRegression,0.9895287958115183,0.04168504631671813
LogisticRegression,0.9895287958115183,0.041689643763096945
LogisticRegression,0.9895287958115183,0.04169424222369292
LogisticRegression,0.9895287958115183,0.0416988416988417
LogisticRegression,0.9895287958115183,0.04170344218887908
LogisticRegression,0.9895287958115183,0.041708043694141016
LogisticRegression,0.9895287958115183,0.04171264621496359
LogisticRegression,0.9895287958115183,0.04171724975168304
LogisticRegression,0.9895287958115183,0.041721854304635764
LogisticRegression,0.9895287958115183,0.041726459874158295
LogisticRegression,0.9895287958115183,0.04173106646058733
LogisticRegression,0.9895287958115183,0.04173567406425969
LogisticRegression,0.9895287958115183,0.041740282685512366
LogisticRegression,0.9895287958115183,0.041744892324682495
LogisticRegression,0.9895287958115183,0.041749502982107355
LogisticRegression,0.9895287958115183,0.041754114658124376
LogisticRegression,0.9895287958115183,0.041758727353071144
LogisticRegression,0.9895287958115183,0.04176334106728538
LogisticRegression,0.9895287958115183,0.04176795580110497
LogisticRegression,0.9895287958115183,0.041772571554867945
LogisticRegression,0.9895287958115183,0.04177718832891247
LogisticRegression,0.9895287958115183,0.041781806123576876
LogisticRegression,0.9895287958115183,0.041786424939199644
LogisticRegression,0.9895287958115183,0.041791044776119404
LogisticRegression,0.9895287958115183,0.04179566563467492
